time_ms,EgoPosition_x,EgoPosition_y,EgoPosition_z,EgoSpeed,EgoRoadID,EgoLaneID,SV_0_ID,SV_0_pos_x,SV_0_pos_y,SV_0_pos_z,SV_0_speed,SV_0_routeID,SV_0_roadID,SV_0_laneID,SV_1_ID,SV_1_pos_x,SV_1_pos_y,SV_1_pos_z,SV_1_speed,SV_1_routeID,SV_1_roadID,SV_1_laneID,SV_2_ID,SV_2_pos_x,SV_2_pos_y,SV_2_pos_z,SV_2_speed,SV_2_routeID,SV_2_roadID,SV_2_laneID,SV_3_ID,SV_3_pos_x,SV_3_pos_y,SV_3_pos_z,SV_3_speed,SV_3_routeID,SV_3_roadID,SV_3_laneID,SV_4_ID,SV_4_pos_x,SV_4_pos_y,SV_4_pos_z,SV_4_speed,SV_4_routeID,SV_4_roadID,SV_4_laneID,SV_5_ID,SV_5_pos_x,SV_5_pos_y,SV_5_pos_z,SV_5_speed,SV_5_routeID,SV_5_roadID,SV_5_laneID,SV_6_ID,SV_6_pos_x,SV_6_pos_y,SV_6_pos_z,SV_6_speed,SV_6_routeID,SV_6_roadID,SV_6_laneID,SV_7_ID,SV_7_pos_x,SV_7_pos_y,SV_7_pos_z,SV_7_speed,SV_7_routeID,SV_7_roadID,SV_7_laneID,
2300,59.0254,10.02305,-2979.037,56.7712,116,116_0,49,58.50422,10,-2961.021,59.98,0_55.95,116,116_1,9,67.13682,10,-2995.461,65.27,0_55.95,:80_0,:80_0_1,32,58.66577,10,-2941.801,63.54,0_55.95,116,116_2,23,73.33878,10,-3017.93,69.79,0_55.95,:80_0,:80_0_2,6,69.1279,10,-3035.99,68.00,0_55.95,:80_0,:80_0_0,17,49.57987,10,-2901.333,58.02,0_55.95,116,116_1,38,78.04488,10,-3056.766,70.04,0_55.95,:80_0,:80_0_2,0,0,0,0,-99.00,-99,-99,-99,
2350,58.83862,10.02285,-2977.548,56.95016,116,116_0,49,58.25664,10,-2959.476,59.98,0_55.95,116,116_1,9,66.89247,10,-2993.784,64.61,0_55.95,:80_0,:80_0_1,32,58.40345,10,-2940.165,63.56,0_55.95,116,116_2,23,73.1105,10,-3016.122,69.83,0_55.95,:80_0,:80_0_2,6,68.91918,10,-3034.235,67.65,0_55.95,:80_0,:80_0_0,17,49.34006,10,-2899.837,58.20,0_55.95,116,116_1,38,77.82895,10,-3054.949,70.11,0_55.95,:80_0,:80_0_2,0,0,0,0,-99.00,-99,-99,-99,
2400,58.70483,10.02261,-2976.472,57.22977,116,116_0,9,66.71459,10,-2992.596,63.28,0_55.95,:80_0,:80_0_1,49,58.07851,10,-2958.365,59.97,0_55.95,116,116_1,32,58.21456,10,-2938.986,63.56,0_55.95,116,116_2,23,72.94618,10,-3014.82,69.79,0_55.95,:80_0,:80_0_2,6,68.7701,10,-3032.981,66.96,0_55.95,:80_0,:80_0_0,17,49.16799,10,-2898.763,58.01,0_55.95,116,116_1,38,77.67352,10,-3053.642,70.14,0_55.95,:80_0,:80_0_2,0,0,0,0,-99.00,-99,-99,-99,
2450,58.56643,10.02247,-2975.349,57.41768,116,116_0,9,66.53239,10,-2991.378,62.61,0_55.95,:80_0,:80_0_1,49,57.89337,10,-2957.209,59.98,0_55.95,116,116_1,32,58.01837,10,-2937.762,63.53,0_55.95,116,116_2,23,72.77547,10,-3013.467,69.80,0_55.95,:80_0,:80_0_2,6,68.61439,10,-3031.688,66.62,0_55.95,:80_0,:80_0_0,17,48.98874,10,-2897.645,58.19,0_55.95,116,116_1,38,77.51189,10,-3052.281,70.10,0_55.95,:80_0,:80_0_2,0,0,0,0,-99.00,-99,-99,-99,
2500,58.36682,10.02232,-2973.711,57.69954,116,116_0,9,66.26945,10,-2989.639,61.29,0_55.95,:80_0,:80_0_1,49,57.62441,10,-2955.531,59.97,0_55.95,116,116_1,32,57.73335,10,-2935.983,63.54,0_55.95,116,116_2,23,72.52755,10,-3011.503,69.81,0_55.95,:80_0,:80_0_2,6,68.38301,10,-3029.824,65.96,0_55.95,:80_0,:80_0_0,17,48.72837,10,-2896.02,58.14,0_55.95,116,116_1,38,77.27724,10,-3050.307,70.10,0_55.95,:80_0,:80_0_2,0,0,0,0,-99.00,-99,-99,-99,
2550,58.23909,10.02237,-2972.651,57.88744,116,116_0,9,66.10172,10,-2988.539,60.62,0_55.95,:80_0,:80_0_1,49,57.45111,10,-2954.45,59.97,0_55.95,116,116_1,32,57.54977,10,-2934.838,63.51,0_55.95,116,116_2,23,72.36774,10,-3010.237,69.80,0_55.95,:80_0,:80_0_2,6,68.23501,10,-3028.632,65.62,0_55.95,:80_0,:80_0_0,17,48.56078,10,-2894.974,57.81,0_55.95,116,116_1,38,77.12605,10,-3049.035,70.06,0_55.95,:80_0,:80_0_2,0,0,0,0,-99.00,-99,-99,-99,
2600,58.05352,10.0225,-2971.092,58.16929,116,116_0,9,65.86002,10,-2986.952,59.52,0_55.95,:80_0,:80_0_1,49,57.19743,10,-2952.867,59.98,0_55.95,116,116_1,32,57.28092,10,-2933.16,63.53,0_55.95,116,116_2,23,72.13388,10,-3008.384,69.76,0_55.95,:80_0,:80_0_2,6,68.01869,10,-3026.902,64.96,0_55.95,:80_0,:80_0_0,17,48.31556,10,-2893.444,58.15,0_55.95,116,116_1,38,76.90471,10,-3047.172,70.04,0_55.95,:80_0,:80_0_2,0,0,0,0,-99.00,-99,-99,-99,
2650,57.92801,10.02265,-2970.025,58.35719,116,116_0,9,65.69724,10,-2985.883,59.12,0_55.95,:80_0,:80_0_1,49,57.02454,10,-2951.788,59.96,0_55.95,116,116_1,32,57.09773,10,-2932.017,63.55,0_55.95,116,116_2,23,71.9745,10,-3007.122,69.79,0_55.95,:80_0,:80_0_2,6,67.87166,10,-3025.732,64.63,0_55.95,:80_0,:80_0_0,38,76.75394,10,-3045.904,70.05,0_55.95,:80_0,:80_0_2,17,48.14838,10,-2892.401,57.82,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
2700,57.7368,10.02281,-2968.378,58.63905,116,116_0,9,65.44959,10,-2984.258,58.35,0_55.95,:80_0,:80_0_1,49,56.75875,10,-2950.13,59.99,0_55.95,116,116_1,32,56.81604,10,-2930.26,63.59,0_55.95,116,116_2,23,71.71477,10,-3005.182,69.82,0_55.95,:80_0,:80_0_2,6,67.64728,10,-3023.946,64.16,0_55.95,:80_0,:80_0_0,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,
2750,57.60231,10.02289,-2967.204,58.91642,116,116_0,9,65.27559,10,-2983.115,57.98,0_55.95,:80_0,:80_0_1,49,56.57007,10,-2948.952,59.96,0_55.95,116,116_1,32,56.61607,10,-2929.012,63.55,0_55.95,116,116_2,23,71.52663,10,-3003.805,69.75,0_55.95,:80_0,:80_0_2,6,67.48859,10,-3022.684,64.05,0_55.95,:80_0,:80_0_0,38,76.35742,10,-3042.567,70.09,0_55.95,:80_0,:80_0_2,17,47.70888,10,-2889.659,57.86,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
2800,57.47371,10.02291,-2966.066,59.09538,116,116_0,9,65.10562,10,-2982.022,57.25,0_55.95,116,116_2,49,56.38788,10,-2947.815,59.97,0_55.95,116,116_1,32,56.4231,10,-2927.808,63.60,0_55.95,116,116_2,23,71.34467,10,-3002.477,69.75,0_55.95,:80_0,:80_0_2,6,67.33508,10,-3021.462,64.28,0_55.95,:80_0,:80_0_0,38,76.19853,10,-3041.23,70.13,0_55.95,:80_0,:80_0_2,17,47.53276,10,-2888.56,58.14,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
2850,57.34555,10.02291,-2964.918,59.27433,116,116_0,9,64.93298,10,-2980.934,56.90,0_55.95,116,116_2,49,56.2048,10,-2946.673,59.97,0_55.95,116,116_1,32,56.22895,10,-2926.596,63.57,0_55.95,116,116_2,23,71.15932,10,-3001.142,69.78,0_55.95,:80_0,:80_0_2,6,67.18048,10,-3020.232,64.46,0_55.95,:80_0,:80_0_0,38,76.03877,10,-3039.886,70.00,0_55.95,:80_0,:80_0_2,17,47.35559,10,-2887.454,57.81,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
2900,57.15094,10.02283,-2963.146,59.54053,116,116_0,9,64.67015,10,-2979.276,56.21,0_55.95,116,116_2,49,55.92325,10,-2944.917,59.97,0_55.95,116,116_1,32,55.93048,10,-2924.734,63.59,0_55.95,116,116_2,23,70.87278,10,-2999.089,69.80,0_55.95,:80_0,:80_0_2,6,66.94207,10,-3018.334,64.67,0_55.95,:80_0,:80_0_0,38,75.79324,10,-3037.82,70.10,0_55.95,:80_0,:80_0_2,17,47.08352,10,-2885.757,58.12,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
2950,57.02734,10.02274,-2962.001,59.71949,116,116_1,9,64.50225,10,-2978.221,55.87,0_55.95,116,116_2,49,55.74214,10,-2943.786,59.99,0_55.95,116,116_1,23,70.68848,10,-2997.769,69.78,0_55.95,:80_0,:80_0_2,32,55.73853,10,-2923.536,63.56,0_55.95,116,116_2,6,66.78845,10,-3017.112,64.62,0_55.95,:80_0,:80_0_0,38,75.63528,10,-3036.491,70.06,0_55.95,:80_0,:80_0_2,17,46.90861,10,-2884.665,57.79,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3000,56.90005,10.02266,-2960.805,59.98568,116,116_1,9,64.32772,10,-2977.131,55.20,0_55.95,116,116_2,49,55.55359,10,-2942.61,59.97,0_55.95,116,116_1,23,70.49653,10,-2996.394,69.79,0_55.95,:80_0,:80_0_2,32,55.53881,10,-2922.29,63.54,0_55.95,116,116_2,6,66.62839,10,-3015.838,64.76,0_55.95,:80_0,:80_0_0,38,75.47089,10,-3035.108,70.10,0_55.95,:80_0,:80_0_2,17,46.72663,10,-2883.53,58.06,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3050,56.78312,10.02258,-2959.689,60.15792,116,116_1,9,64.1667,10,-2976.126,54.87,0_55.95,116,116_2,49,55.37835,10,-2941.516,60.00,0_55.95,116,116_1,23,70.31815,10,-2995.116,69.83,0_55.95,:80_0,:80_0_2,32,55.35317,10,-2921.132,63.52,0_55.95,116,116_2,6,66.47935,10,-3014.652,64.93,0_55.95,:80_0,:80_0_0,38,75.31801,10,-3033.822,70.03,0_55.95,:80_0,:80_0_2,17,46.55728,10,-2882.473,57.72,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3100,56.59117,10.02255,-2957.822,60.41965,116,116_1,9,63.90057,10,-2974.465,54.54,0_55.95,116,116_2,49,55.0862,10,-2939.693,59.96,0_55.95,116,116_1,23,70.00764,10,-2992.988,69.79,0_55.95,:80_0,:80_0_2,32,55.04361,10,-2919.2,63.59,0_55.95,116,116_2,6,66.22994,10,-3012.667,65.22,0_55.95,:80_0,:80_0_0,38,75.06332,10,-3031.678,70.03,0_55.95,:80_0,:80_0_2,17,46.27555,10,-2880.715,58.03,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3150,56.47268,10.02258,-2956.647,60.59189,116,116_1,49,54.90317,10,-2938.551,59.97,0_55.95,116,116_1,9,63.73413,10,-2973.427,54.52,0_55.95,116,116_2,23,69.80841,10,-2991.655,69.78,0_55.95,:80_0,:80_0_2,32,54.84964,10,-2917.99,63.52,0_55.95,116,116_2,6,66.07334,10,-3011.421,65.18,0_55.95,:80_0,:80_0_0,38,74.90013,10,-3030.336,70.04,0_55.95,:80_0,:80_0_2,17,46.09901,10,-2879.613,57.69,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3200,56.36229,10.02264,-2955.536,60.76861,116,116_1,49,54.73051,10,-2937.474,59.99,0_55.95,116,116_1,9,63.57684,10,-2972.445,54.68,0_55.95,116,116_2,23,69.62045,10,-2990.398,69.81,0_55.95,:80_0,:80_0_2,32,54.66682,10,-2916.849,63.52,0_55.95,116,116_2,6,65.92535,10,-3010.244,65.37,0_55.95,:80_0,:80_0_0,38,74.74236,10,-3029.07,70.06,0_55.95,:80_0,:80_0_2,17,45.93269,10,-2878.576,57.81,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3250,56.18797,10.02272,-2953.745,61.11981,116,116_1,49,54.45363,10,-2935.746,59.95,0_55.95,116,116_1,9,63.32326,10,-2970.863,55.01,0_55.95,116,116_2,23,69.3148,10,-2988.383,69.76,0_55.95,:80_0,:80_0_2,32,54.37346,10,-2915.018,63.53,0_55.95,116,116_2,6,65.68752,10,-3008.351,65.54,0_55.95,:80_0,:80_0_0,38,74.48833,10,-3027.038,70.14,0_55.95,:80_0,:80_0_2,17,45.66567,10,-2876.91,57.67,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3300,56.07911,10.0228,-2952.605,61.29429,116,116_1,49,54.27814,10,-2934.651,59.99,0_55.95,116,116_1,9,63.1618,10,-2969.856,55.34,0_55.95,116,116_2,23,69.12026,10,-2987.105,69.83,0_55.95,:80_0,:80_0_2,32,54.18751,10,-2913.858,63.52,0_55.95,116,116_2,6,65.53224,10,-3007.147,65.80,0_55.95,:80_0,:80_0_0,38,74.326,10,-3025.752,70.13,0_55.95,:80_0,:80_0_2,17,45.49647,10,-2875.854,57.97,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3350,55.96716,10.02287,-2951.415,61.46877,116,116_1,49,54.09528,10,-2933.51,59.99,0_55.95,116,116_1,9,62.99292,10,-2968.802,55.51,0_55.95,116,116_2,23,68.91763,10,-2985.773,69.83,0_55.95,:80_0,:80_0_2,32,53.99387,10,-2912.65,63.53,0_55.95,116,116_2,6,65.36037,10,-3005.892,65.94,0_55.95,:80_0,:80_0_0,38,74.15663,10,-3024.41,70.14,0_55.95,:80_0,:80_0_2,17,45.32015,10,-2874.753,57.64,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3400,55.80578,10.02295,-2949.666,61.73273,116,116_1,49,53.82793,10,-2931.842,60.00,0_55.95,116,116_1,9,62.74481,10,-2967.254,55.78,0_55.95,116,116_2,23,68.62128,10,-2983.826,69.83,0_55.95,:80_0,:80_0_2,32,53.71063,10,-2910.882,63.58,0_55.95,116,116_2,6,65.10838,10,-3004.051,66.12,0_55.95,:80_0,:80_0_0,38,73.90904,10,-3022.448,70.04,0_55.95,:80_0,:80_0_2,17,45.0626,10,-2873.146,57.94,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3450,55.69261,10.023,-2948.417,61.91168,116,116_1,49,53.63756,10,-2930.654,59.99,0_55.95,116,116_1,9,62.56751,10,-2966.147,55.95,0_55.95,116,116_2,23,68.41037,10,-2982.441,69.81,0_55.95,:80_0,:80_0_2,32,53.50891,10,-2909.624,63.57,0_55.95,116,116_2,6,64.92687,10,-3002.74,66.11,0_55.95,:80_0,:80_0_0,38,73.73285,10,-3021.052,70.13,0_55.95,:80_0,:80_0_2,17,44.87846,10,-2871.998,58.11,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3500,55.59332,10.02303,-2947.304,62.0884,116,116_1,49,53.46871,10,-2929.6,59.96,0_55.95,116,116_1,9,62.40958,10,-2965.162,56.12,0_55.95,116,116_2,23,68.21778,10,-2981.213,69.81,0_55.95,116,116_3,32,53.33004,10,-2908.508,63.51,0_55.95,116,116_2,6,64.76385,10,-3001.574,66.25,0_55.95,:80_0,:80_0_0,38,73.57655,10,-3019.814,70.05,0_55.95,:80_0,:80_0_2,17,44.71561,10,-2870.981,57.77,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3550,55.43402,10.02298,-2945.489,62.45078,116,116_1,49,53.19421,10,-2927.888,59.97,0_55.95,116,116_1,9,62.15166,10,-2963.552,56.44,0_55.95,116,116_2,23,67.90171,10,-2979.219,69.80,0_55.95,116,116_3,32,53.03909,10,-2906.692,63.58,0_55.95,116,116_2,6,64.49799,10,-2999.674,66.45,0_55.95,:80_0,:80_0_0,38,73.3224,10,-3017.801,70.07,0_55.95,:80_0,:80_0_2,17,44.45001,10,-2869.324,58.13,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3600,55.33041,10.02295,-2944.289,62.6275,116,116_1,49,53.01347,10,-2926.76,59.98,0_55.95,116,116_1,9,61.98137,10,-2962.49,56.25,0_55.95,116,116_2,23,67.69329,10,-2977.906,69.80,0_55.95,116,116_3,32,52.84766,10,-2905.498,63.54,0_55.95,116,116_2,6,64.32254,10,-2998.42,66.68,0_55.95,:80_0,:80_0_0,38,73.15508,10,-3016.475,70.10,0_55.95,:80_0,:80_0_2,17,44.27576,10,-2868.237,57.92,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3650,55.18592,10.02291,-2942.595,62.90041,116,116_1,49,52.75927,10,-2925.174,59.98,0_55.95,116,116_1,9,61.74255,10,-2961,56.51,0_55.95,116,116_2,23,67.39793,10,-2976.061,69.75,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,
3700,55.09097,10.02286,-2941.47,63.08384,116,116_1,49,52.59106,10,-2924.124,59.98,0_55.95,116,116_1,9,61.58427,10,-2960.012,56.17,0_55.95,116,116_2,23,67.20229,10,-2974.84,69.80,0_55.95,116,116_3,32,52.40014,10,-2902.705,63.55,0_55.95,116,116_2,6,63.90972,10,-2995.479,66.95,0_55.95,:80_0,:80_0_0,38,72.76419,10,-3013.378,70.00,0_55.95,:80_0,:80_0_2,17,43.86784,10,-2865.691,57.88,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3750,54.97348,10.02282,-2940.067,63.26727,116,116_1,49,52.38206,10,-2922.82,60.00,0_55.95,116,116_1,9,61.38898,10,-2958.793,55.93,0_55.95,116,116_2,23,66.95916,10,-2973.323,69.78,0_55.95,116,116_3,32,52.17868,10,-2901.323,63.58,0_55.95,116,116_2,6,63.6945,10,-2994.021,67.08,0_55.95,:80_0,:80_0_0,38,72.57085,10,-3011.846,70.10,0_55.95,:80_0,:80_0_2,17,43.66592,10,-2864.431,58.04,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3800,54.83548,10.02276,-2938.411,63.54465,116,116_1,49,52.13637,10,-2921.287,60.00,0_55.95,116,116_1,9,61.15915,10,-2957.359,56.24,0_55.95,116,116_2,23,66.67331,10,-2971.539,69.83,0_55.95,116,116_3,32,51.91837,10,-2899.699,63.55,0_55.95,116,116_2,6,63.43666,10,-2992.302,67.41,0_55.95,:80_0,:80_0_0,38,72.34351,10,-3010.045,70.01,0_55.95,:80_0,:80_0_2,17,43.42923,10,-2862.955,57.81,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3850,54.7391,10.02277,-2937.254,63.73031,116,116_1,49,51.96525,10,-2920.219,59.96,0_55.95,116,116_1,9,60.99848,10,-2956.357,56.36,0_55.95,116,116_2,23,66.47414,10,-2970.296,69.78,0_55.95,116,116_3,32,51.737,10,-2898.567,63.57,0_55.95,116,116_2,6,63.25609,10,-2991.101,67.41,0_55.95,:80_0,:80_0_0,38,72.18518,10,-3008.791,70.06,0_55.95,:80_0,:80_0_2,17,43.26398,10,-2861.923,57.98,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3900,54.63807,10.02278,-2936.043,63.91374,116,116_1,49,51.78664,10,-2919.104,60.00,0_55.95,116,116_1,9,60.83041,10,-2955.308,56.47,0_55.95,116,116_2,23,66.26628,10,-2969,69.82,0_55.95,116,116_3,32,51.54766,10,-2897.386,63.59,0_55.95,116,116_2,6,63.06525,10,-2989.847,67.52,0_55.95,:80_0,:80_0_0,38,72.01999,10,-3007.482,70.02,0_55.95,:80_0,:80_0_2,17,43.09211,10,-2860.851,57.65,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
3950,54.50051,10.02279,-2934.402,64.18888,116,116_1,49,51.54571,10,-2917.601,59.97,0_55.95,116,116_1,9,60.60269,10,-2953.887,56.74,0_55.95,116,116_2,23,65.98588,10,-2967.25,69.79,0_55.95,116,116_3,32,51.29218,10,-2895.792,63.57,0_55.95,116,116_2,6,62.80627,10,-2988.15,67.78,0_55.95,:80_0,:80_0_0,38,71.79002,10,-3005.716,70.00,0_55.95,:80_0,:80_0_2,17,42.85953,10,-2859.4,57.98,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4000,54.39663,10.02281,-2933.171,64.46179,116,116_1,49,51.36538,10,-2916.476,59.97,0_55.95,116,116_1,9,60.43176,10,-2952.82,57.07,0_55.95,116,116_2,23,65.77609,10,-2965.941,69.82,0_55.95,116,116_3,32,51.10101,10,-2894.599,63.59,0_55.95,116,116_2,6,62.61195,10,-2986.876,67.95,0_55.95,:80_0,:80_0_0,38,71.60934,10,-3004.396,70.02,0_55.95,:80_0,:80_0_2,17,42.68597,10,-2858.317,57.84,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4050,54.24955,10.02283,-2931.44,64.73694,116,116_1,49,51.11295,10,-2914.901,60.00,0_55.95,116,116_1,9,60.19124,10,-2951.32,57.25,0_55.95,116,116_2,23,65.48238,10,-2964.108,69.75,0_55.95,116,116_3,32,50.8334,10,-2892.929,63.59,0_55.95,116,116_2,6,62.33949,10,-2985.09,68.06,0_55.95,:80_0,:80_0_0,38,71.35537,10,-3002.549,70.06,0_55.95,:80_0,:80_0_2,17,42.44223,10,-2856.796,58.01,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4100,54.1492,10.02281,-2930.269,64.92036,116,116_1,49,50.94276,10,-2913.839,59.96,0_55.95,116,116_1,9,60.02847,10,-2950.304,57.55,0_55.95,116,116_2,23,65.28436,10,-2962.873,69.77,0_55.95,116,116_3,32,50.65306,10,-2891.804,63.52,0_55.95,116,116_2,6,62.1553,10,-2983.883,68.29,0_55.95,116,116_1,38,71.182,10,-3001.304,70.06,0_55.95,:80_0,:80_0_2,17,42.27842,10,-2855.773,57.85,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4150,53.99571,10.02282,-2928.493,65.19551,116,116_1,49,50.68554,10,-2912.234,59.99,0_55.95,116,116_1,9,59.78128,10,-2948.762,57.73,0_55.95,116,116_2,23,64.98586,10,-2961.01,69.41,0_55.95,116,116_3,32,50.38054,10,-2890.103,63.56,0_55.95,116,116_2,6,61.8699,10,-2982.054,68.43,0_55.95,116,116_1,38,70.9192,10,-2999.422,70.05,0_55.95,:80_0,:80_0_2,17,42.03001,10,-2854.224,58.00,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4200,53.89373,10.02279,-2927.323,65.37894,116,116_1,49,50.51662,10,-2911.18,59.98,0_55.95,116,116_1,9,59.61838,10,-2947.745,57.94,0_55.95,116,116_2,23,64.79129,10,-2959.796,68.69,0_55.95,116,116_3,32,50.2016,10,-2888.987,63.57,0_55.95,116,116_2,6,61.67894,10,-2980.85,68.63,0_55.95,116,116_1,38,70.74735,10,-2998.191,69.40,0_55.95,:80_0,:80_0_2,17,41.86744,10,-2853.209,57.83,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4250,53.73182,10.02279,-2925.478,65.66079,116,116_1,49,50.25124,10,-2909.524,59.99,0_55.95,116,116_1,9,59.36169,10,-2946.144,58.09,0_55.95,116,116_2,23,64.48817,10,-2957.905,68.34,0_55.95,116,116_3,32,49.92035,10,-2887.232,63.57,0_55.95,116,116_2,6,61.37788,10,-2978.952,68.81,0_55.95,116,116_1,38,70.47942,10,-2996.271,69.09,0_55.95,:80_0,:80_0_2,17,41.61126,10,-2851.611,57.98,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4300,53.62829,10.02275,-2924.305,65.84646,116,116_1,49,50.08315,10,-2908.475,59.97,0_55.95,116,116_1,9,59.1984,10,-2945.125,58.43,0_55.95,116,116_2,23,64.29778,10,-2956.717,67.64,0_55.95,116,116_3,32,49.74225,10,-2886.12,63.59,0_55.95,116,116_2,6,61.18509,10,-2977.749,68.98,0_55.95,116,116_1,38,70.311,10,-2995.064,68.46,0_55.95,:80_0,:80_0_2,17,41.44965,10,-2850.602,57.82,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4350,53.46173,10.02279,-2922.426,66.11488,116,116_1,49,49.81485,10,-2906.801,59.96,0_55.95,116,116_1,9,58.93655,10,-2943.491,58.77,0_55.95,116,116_2,23,63.99615,10,-2954.835,66.95,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,
4400,53.34303,10.02278,-2921.089,66.28937,116,116_1,49,49.62466,10,-2905.615,60.00,0_55.95,116,116_1,9,58.75003,10,-2942.327,58.91,0_55.95,116,116_2,23,63.78417,10,-2953.512,66.62,0_55.95,116,116_3,32,49.25629,10,-2883.088,63.54,0_55.95,116,116_2,6,60.65626,10,-2974.449,69.42,0_55.95,116,116_1,38,69.83293,10,-2991.808,67.54,0_55.95,:80_0,:80_0_2,17,41.00766,10,-2847.844,57.83,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4450,53.24012,10.02285,-2919.933,66.45937,116,116_1,49,49.46048,10,-2904.59,59.98,0_55.95,116,116_1,9,58.58862,10,-2941.32,59.05,0_55.95,116,116_2,23,63.60234,10,-2952.377,66.28,0_55.95,116,116_3,32,49.08234,10,-2882.003,63.58,0_55.95,116,116_2,6,60.46629,10,-2973.264,69.41,0_55.95,116,116_1,38,69.6597,10,-2990.654,67.29,0_55.95,:80_0,:80_0_2,17,40.84916,10,-2846.855,58.01,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4500,53.07875,10.02283,-2918.123,66.70767,116,116_1,49,49.20439,10,-2902.992,59.98,0_55.95,116,116_1,9,58.33593,10,-2939.743,59.33,0_55.95,116,116_2,23,63.32082,10,-2950.621,65.62,0_55.95,116,116_3,32,48.81094,10,-2880.309,63.55,0_55.95,116,116_2,6,60.16954,10,-2971.412,69.48,0_55.95,116,116_1,38,69.38818,10,-2988.865,66.68,0_55.95,:80_0,:80_0_2,17,40.60253,10,-2845.316,57.78,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4550,52.96283,10.02286,-2916.827,66.87544,116,116_2,49,49.02166,10,-2901.852,59.97,0_55.95,116,116_1,9,58.15497,10,-2938.614,59.45,0_55.95,116,116_2,23,63.12147,10,-2949.377,65.29,0_55.95,116,116_3,32,48.61739,10,-2879.101,63.51,0_55.95,116,116_2,6,59.95787,10,-2970.092,69.47,0_55.95,116,116_1,38,69.1953,10,-2987.597,66.37,0_55.95,:80_0,:80_0_2,17,40.4262,10,-2844.216,57.95,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
4600,52.84236,10.02277,-2915.484,67.1148,116,116_2,49,48.83276,10,-2900.673,59.96,0_55.95,116,116_1,9,57.96723,10,-2937.442,59.81,0_55.95,116,116_2,23,62.91674,10,-2948.1,64.62,0_55.95,116,116_3,32,48.41715,10,-2877.852,63.60,0_55.95,116,116_2,6,59.73933,10,-2968.728,69.35,0_55.95,116,116_1,38,68.99706,10,-2986.295,65.82,0_55.95,:80_0,:80_0_2,17,40.24449,10,-2843.083,57.75,0_55.95,116,116_1,0,0,0,0,-99.00,-99,-99,-99,
